gene_name	WP3_D12_1	WP3_D12_2	WP3_D16_1	WP3_D16_2	PKD_10_D12_1	PKD_10_D12_2	PKD_10_D16_1	PKD_10_D16_2	PKD_11_D12_1	PKD_11_D12_2	PKD_11_D16_1	PKD_11_D16_2
SRP9P1	6.34109	15.5825	2.35397	3.80136	10.2744	1.73529	3.97387	3.70508	2.65566	4.59113	3.57777	4.67805
SKIDA1	2.37566	8.89838	4.70794	1.90068	22.6038	39.044	53.6473	80.3217	82.3254	51.4206	87.0591	85.3744
H2BC4	14.2569	4.15724	5.9461	23.7585	24.6586	32.1029	44.7061	44.0808	59.3585	30.3015	38.1629	32.7587
MB21D2	323.09	330.352	514.342	521.737	431.526	380.896	494.747	500.395	465.626	469.213	473.458	540.315
SSTR2	11.0864	14.4599	22.3627	13.3048	48.2898	32.9705	72.5232	145.872	63.7358	55.0935	84.6739	47.95
ZNF594	383.272	339.251	228.335	248.038	353.44	327.971	276.184	292.667	515.196	424.222	448.415	449.091
PCGF5	1090.43	1128.98	1021.63	926.587	690.445	648.998	847.425	863.226	773.676	782.332	968.383	839.708
YOD1	283.495	291.422	489.624	440.958	312.343	343.588	370.564	509.627	421.365	355.354	384.015	412.838
TMEM64	643.802	641.794	627.334	606.318	644.208	575.25	571.245	726.589	704.631	681.321	605.838	535.637
SHISA2	18.2134	20.0213	58.8492	23.7585	20.5489	19.9558	36.7583	34.1598	30.9827	22.9556	38.1629	37.4244
SMG1P3	542.504	562.319	741.727	486.131	740.222	669.512	705.98	818.814	634.163	595.077	550.646	618.515
GPR157	94.2345	97.8821	121.229	171.061	103.772	95.441	96.3664	157.874	99.1446	101.005	115.681	115.782
PIPSL	15.8411	20.0213	8.23889	5.70204	23.6489	8.67645	9.03794	13.8691	7.96698	12.858	13.1185	14.0342
WDFY3-AS2	63.2962	99.0951	120.92	115.001	118.534	100.698	187.292	173.046	104.517	100.157	115.681	145.624
SLC36A4	447.415	394.866	353.095	302.208	511.667	485.882	543.427	537.325	458.544	475.641	438.873	361.379
ZDHHC20	4751.37	5183.36	5529.64	6628.76	4507.4	4245.49	3650.01	4771.34	4186.24	4548.9	3698.23	3838.39
ZFP3	180.55	206.887	198.91	229.982	22.6038	18.2205	22.8498	32.3133	33.6383	63.3576	66.7851	59.6451
ARSJ	715.074	753.025	814.474	651.935	736.678	534.469	1499.14	1202.98	786.958	785.082	1116.26	1163.66
MAP3K15	23.5885	8.53343	33.5089	21.6139	20.1425	15.9174	65.3016	84.6019	14.3022	10.0113	34.071	20.2891
PPA1	2624.33	2787.42	2449.3	2558.33	1742.54	1834.22	1342.18	1575.04	1787.26	1876.85	1613.58	1570.66
PSMG4	83.94	72.5121	120.052	104.537	62.6745	79.8234	101.363	119.098	105.341	86.3132	103.755	111.821
MAP6D1	12.4523	5.26628	7.39787	0.000930415	33.7709	26.0525	6.0834	17.0276	25.9788	28.5774	8.89984	26.9475
ZNF443	398.425	409.508	284.554	326.464	385.872	401.445	266.852	210.498	350.808	428.469	216.448	223.997
LINC01559	31.6754	21.1336	78.8579	83.63	17.4665	10.4117	64.5754	88.6308	16.8192	11.9369	50.0888	31.5768
PDIA3P1	285.964	283.234	180.278	196.097	239.56	152.701	170.479	140.385	184.615	181.291	225.885	220.382
SSR4	1314.53	1259.58	1064	1224.04	1385	1409.91	911.01	869.686	1409.29	1403.04	824.081	973.038
CAPS2	19.0053	17.7967	22.3627	13.3048	45.2075	56.3969	97.3599	80.3217	64.621	37.6473	102.563	77.1878
ZNF792	271.617	313.668	271.883	289.854	275.355	257.69	173.857	217.884	262.025	287.405	209.896	251.445
CUEDC1	514.727	489.41	557.891	543.594	528.106	496.294	497.726	476.39	504.575	505.024	531.895	570.724
SCRIB	2064.44	2158.97	2270.41	2057.5	2420.66	2493.59	1855.78	2289.6	2148.41	2234.93	1906.95	2122.65
KCTD2	772.88	862.026	914.513	890.47	1008.94	973.508	1031.22	1060.8	937.448	901.702	980.304	978.886
D2HGDH	227.271	233.582	266.881	210.615	161.305	192.617	262.171	168.029	145.858	167.117	212.698	265.479
OXTR	53.8483	64.5132	54.1413	51.3184	55.482	57.2646	56.6277	32.3133	54.8836	59.6847	38.1629	67.8317
CMTR2	2048.62	2049.96	1717.24	1833.18	2272.74	2318.42	1426.6	1708.91	2176.74	2257.98	1342.87	1348.44
FAM83H	2347.18	2482.67	2946.02	2850.15	2259.38	1873.26	2483.69	2798.38	1980.29	1718.9	2403.05	2354.18
ZNF572	0	0	0	0	7.19211	13.8823	7.94774	12.0021	3.54088	0.918226	0	0
ST20	26.5205	13.5089	6.01921	5.98289	22.8448	45.2484	20.2538	16.1297	31.6508	8.36208	26.7047	34.1072
PITPNB	1830.84	1861.98	2078.55	2111.62	1726.12	1821.18	1513.04	1814.17	2000.6	1938.4	1584.96	1574.16
TCEAL8	1652.67	1736.28	1698.38	1871.21	1478.48	1547.9	1554.76	1646.13	1638.53	1591.27	1587.34	1363.65
LRRC57	931.993	957.69	807.564	849.569	842.502	919.025	843.456	821.684	1020.66	967.81	858.665	884.639
OR52N2	9.50263	6.67378	12.9468	7.60273	55.482	42.5146	20.8628	17.5415	48.6871	42.2384	33.3925	36.2549
MRPL14	552.737	500.534	446.077	533.141	426.389	473.734	456.002	403.455	443.495	455.44	471.073	428.042
GPR137C	251.82	191.315	141.238	147.303	229.12	206.5	186.772	98.7864	208.027	231.393	116.874	130.985
BBS12	243.109	199.101	269.53	244.237	316.452	251.617	291.086	219.73	286.811	286.485	277.874	268.988
ZFP82	159.961	224.684	174.194	166.31	172.61	189.147	199.687	179.108	147.832	163.444	162.192	160.223
LSMEM1	1.58377	3.33689	1.17698	1.68E-13	2.525	3.40355	1.91E-14	2.02908	5.40038	1.75074	1.19259	11.9296
NQO1	16056.4	15955	9266.16	10393.7	5253.23	6119.71	2878.8	3737.13	4107.92	3687.99	2590.71	2602.91
AEN	294.581	369.283	356.626	318.365	444.885	438.162	435.138	502.242	507.232	412.282	332.733	360.21
FKRP	320.713	349.261	322.494	268.946	408.923	392.176	383.479	341.598	325.761	348.007	362.547	406.99
TRAPPC5	295.234	301.14	297.944	299.035	309.078	284.389	272.741	305.014	298.727	312.032	270.504	306.607
RPH3AL	617.67	564.089	302.485	401.995	328.782	317.558	292.079	304.668	308.942	349.844	389.977	311.09
SLC25A42	180.55	196.877	169.486	216.678	228.092	233.396	216.576	182.801	257.599	220.374	159.807	203.495
METTL23	211.434	199.101	160.07	206.224	140.76	153.573	225.517	178.185	150.487	200.173	188.429	162.562
SLC26A11	265.282	392.641	506.103	359.228	558.929	588.264	558.33	681.347	547.064	518.796	664.275	705.214
HIGD1A	4140.89	4241.56	4544.51	4594.61	3837.61	4028.31	4634.04	4788.73	4265.28	4351.34	3957.55	3589.05
MAPK15	30.0917	31.1443	68.2651	90.2824	85.2778	122.338	140.079	140.332	79.6698	82.6403	203.933	230.394
EHMT1	2441.34	2475.96	2266.79	2398.65	2297.33	2471.91	1973.01	2058.76	2516.65	2441.55	2009.47	2116.76
LINC02878	3.95943	11.123	21.1857	9.50341	12.3293	21.6911	22.8498	15.695	21.2453	21.1192	17.8889	17.5427
F2R	138.58	132.363	97.6897	88.3817	183.912	174.397	107.295	57.2407	311.597	238.739	289.8	306.412
ZNF707	173.423	167.957	151.831	189.118	213.708	220.382	219.556	194.803	225.731	229.556	180.081	246.767
MUC16	190.053	172.406	346.034	288.903	126.376	96.3085	102.327	113.558	32.7531	30.3015	36.9703	40.933
NPM1	16312.4	16417.3	14987.9	14753.4	12511.7	12647.7	11027.7	11857.6	12448.1	12791.7	12506.9	12836.4
PJA1	1021.53	1088.93	1034.57	979.808	1033.61	1115.8	1114.68	1037.72	1084.4	1004.54	975.538	971.861
DHTKD1	1769.07	1632.85	1289.98	1344.73	896.958	918.835	825.572	645.343	828.566	783.247	806.191	629.198
H2AC25	125.91	175.743	197.733	247.089	169.528	154.441	226.511	203.112	225.731	239.657	356.585	339.159
ZNF746	436.33	489.41	440.192	404.845	517.831	498.029	527.531	529.938	497.494	503.187	489.16	483.01
POLR2A	6453.29	6216.63	6448.49	6495.76	6899.06	6628.54	7099.96	7464.69	6594.28	6569.95	7303.66	7220.23
SLC25A41	6.33509	2.22459	5.88492	3.80136	10.2744	4.33823	14.902	1.84648	13.2783	6.42758	11.9259	16.3732
TLCD5	73.6454	78.9731	90.6278	88.3817	179.803	89.3674	218.563	140.332	124.816	136.816	205.125	178.935
FRAT2	354.765	342.587	397.821	503.681	447.888	406.058	559.322	614.872	466.511	542.671	540.244	562.503
TMEM102	330.217	338.138	342.502	382.987	291.794	296.735	241.413	292.666	322.22	324.134	307.688	276.005
ZNF322	1196.22	1164.58	1053.41	1255.41	1722.72	1536.33	1530.95	1494.91	1750.96	1686.88	1580.62	1715.67
NME9	32.4673	18.909	22.3627	16.1558	36.988	24.2941	43.7126	21.2345	38.0644	22.9556	28.6222	39.7634
LRRC75A	67.9456	73.2085	70.9578	43.9461	61.1225	60.1314	86.429	69.4821	54.9783	86.2874	110.746	86.4761
CFAP65	16.6296	5.56148	2.35397	13.3048	28.7684	73.7498	21.8563	7.3859	23.9009	8.26403	2.38518	1.16951
DDX60L	200.347	253.604	297.777	221.429	160.281	131.882	150.014	129.253	180.585	152.425	231.363	252.615
SYNE4	129.869	159.059	141.238	155.856	123.293	109.323	106.301	104.326	144.291	123.961	155.037	136.833
OGFOD3	613.996	594.094	646.164	655.736	549.683	488.484	502.695	531.785	593.981	485.547	634.458	655.968
WASHC1	129.547	112.285	145.049	108.319	167.844	164.723	186.129	165.623	176.114	224.879	166.726	109.344
AATK	31.6887	29.1648	59.2348	77.7544	47.2642	37.3402	86.1131	69.1156	33.9333	32.0787	84.0853	82.9445
ZNF467	84.7318	94.5452	97.6896	159.657	281.52	215.176	244.393	286.204	208.912	138.652	162.192	187.122
ZNF678	660.433	671.826	569.661	516.035	546.6	593.468	459.976	428.382	540.87	577.565	391.169	401.143
RAP2B	1756.4	1788.57	2371.62	1839.86	1440.48	1836.8	1053.08	989.711	1346.42	1425.09	992.235	939.119
ZBTB2	483.842	518.33	553.182	471.369	495.228	479.808	369.57	529.015	470.052	486.66	443.644	395.295
RNF135	205.891	184.641	154.185	153.955	103.772	93.7057	97.3598	93.247	77.0141	125.797	93.0221	91.222
ACBD4	98.1939	119.016	148.3	114.991	82.1955	77.2204	137.099	96.94	92.9481	69.7852	165.77	149.698
SGSH	334.176	314.78	431.952	440.007	435.636	441.632	604.029	545.634	377.989	382.9	642.806	659.606
RPL24P4	31.6754	64.5132	12.9512	17.7831	45.2075	28.1687	23.8432	27.5436	20.2346	14.6916	27.8116	33.9159
FANCB	382.481	343.811	144.769	143.516	101.717	130.147	77.4905	60.9337	104.456	120.288	82.2887	56.1366
EDDM3B	18.2134	11.123	5.88492	0.950341	47.2624	70.2793	3.97387	2.76971	12.3931	14.6916	3.57777	0
SETD2	4228.68	4079.9	3981.73	4194.81	4435.46	4109.17	4170.6	4336.43	4407.5	4352.38	4121.6	4078.1
EDDM3A	22.9647	6.67378	8.23889	16.1558	14.3842	13.8823	8.94121	17.5415	7.08176	4.59113	4.77036	7.01708
LINC03040	6.33509	12.2353	31.7786	26.6095	1.02744	3.47058	10.9281	8.30914	5.31132	0.918226	3.57777	11.6951
TMIE	6.33509	14.4599	17.6548	6.65238	1.02744	10.4117	19.8694	11.0789	5.31132	5.50935	10.7333	4.67805
MEX3D	1355.7	1328.08	1611.3	1371.34	1369.57	1405.59	943.8	976.779	1389.79	1479.27	1081.67	1108.7
MRPS23	878.2	853.132	813.296	842.951	857.915	841.617	955.716	1058.95	894.073	887.924	821.694	837.371
GPR135	26.1322	11.123	20.0087	5.70204	41.0977	19.9558	32.7844	28.6204	20.3601	14.6916	32.1999	22.2207
SLX1B	129.321	132.779	109.067	136.807	99.9551	89.1833	118.961	97.7595	88.2839	77.9241	112.251	130.346
TNFSF15	542.442	637.346	830.952	1026.37	1034.63	930.116	2193.57	1787.4	838.303	741.926	1949.89	1364.82
ZFP41	227.27	275.774	263.393	244.238	360.618	294.278	284.81	231.494	328.321	292.854	294.65	287.681
PHLDA2	143.331	176.855	245.99	216.678	73.9759	100.647	77.4905	91.4005	85.8663	97.3319	119.259	112.273
ATG9B	1.58377	3.33689	11.7698	3.80136	24.7799	27.8938	14.4973	8.30914	38.3899	39.7934	33.3925	50.289
ZNF875	533.732	538.352	451.961	528.39	234.257	239.47	177.831	182.801	263.795	277.304	244.481	281.853
PLAG1	553.529	563.935	682.651	685.196	903.123	819.056	931.874	1058.95	923.283	833.75	1163.97	1001.1
YIPF6	1929.04	1881.19	2069.17	2140.13	2037.43	2098.8	2330.47	2585.95	2127.77	2077.04	2119.23	2005.51
ZBTB20	384.657	329.567	327.681	334.796	484.735	487.444	513.372	343.486	468.249	577.195	447.995	422.628
DIPK2A	312.795	308.106	309.547	364.93	198.296	190.882	279.165	297.282	244.32	250.676	264.755	266.649
MACIR	472.757	454.93	354.271	429.555	507.556	492.825	769.94	583.485	510.774	538.997	828.852	661.945
AMIGO1	140.956	124.577	176.548	185.317	151.034	136.22	275.191	284.357	198.289	123.96	268.333	308.752
GPR3	28.5079	28.9197	10.5929	4.7517	11.3019	19.9558	12.9151	9.23238	9.73742	8.26403	5.96295	10.5256
TMEM252	2.37566	15.5722	4.70794	3.80136	23.6312	15.6176	12.9151	12.9253	7.96698	21.1192	15.5037	14.0342
SIAH2	611.336	656.255	559.067	546.446	518.859	478.94	434.145	413.61	463.855	418.711	485.384	474.822
COPG1	2291.7	2324.74	2882.49	2747.42	2257.27	2593.45	2329.69	2454.92	2397.12	2338.75	2492.57	2410.33
ADGRB1	11.0864	11.123	11.7698	9.50341	11.3019	33.8382	7.94774	8.30914	26.5566	31.2197	10.7333	15.2037
LINC00471	13.4621	23.3582	4.70794	7.60273	11.3019	12.147	3.97387	12.9253	9.73742	11.0187	22.6592	15.2037
SLC9A9	5.5432	5.56148	0	10.4537	11.3019	3.47058	6.95427	6.46266	5.31132	9.18226	25.0444	5.84756
LSM10	220.144	253.604	258.937	247.088	272.272	253.352	245.387	295.436	281.5	233.229	197.97	224.546
RELL1	319.922	294.759	420.183	327.868	203.434	209.97	247.373	200.343	218.813	200.173	221.822	238.581
RFX7	1546.57	1449.32	1734.86	1571.86	1366.5	1396.04	1157.38	1233.45	1491.6	1576.6	1330.93	1275.94
SLC35C1	674.689	779.723	855.669	961.743	607.221	643.795	414.275	486.547	533.79	569.302	511.62	405.821
RNF41	894.833	837.56	1058.11	985.502	989.429	1004.73	1053.08	908.464	1114.49	1087.18	1134.15	1112.2
IBA57	274.785	322.566	343.68	312.662	278.437	253.352	328.838	342.522	252.288	269.959	296.955	343.838
CLDN7	4103.53	4251.18	4679.71	5026.35	4835.18	5086.96	3976.83	4541.41	3837.45	4042.96	4171.65	4421.94
ZNF329	456.919	412.661	378.988	395.342	451.048	431.219	420.236	412.687	461.2	404.02	370.896	408.159
ZNF101	458.502	433.795	282.476	337.371	319.535	308.881	247.373	245.581	320.449	335.152	238.518	190.631
C5orf24	3233.25	3177.82	2784.72	2656.22	2892.27	2845.85	3061.84	3263.69	2974.35	3206.37	2856.28	2896.88
ADO	795.054	837.56	719.137	752.67	793.186	747.91	781.859	883.538	843.614	804.366	789.495	775.387
COA4	854.446	937.665	845.073	1051.07	756.194	831.204	808.685	855.843	796.7	913.631	787.112	763.693
PRKAG1	846.852	818.991	861.033	877.097	833.695	854.282	856.419	784.057	832.293	814.209	813.608	752.498
GINS3	386.73	375.815	185.654	206.224	131.488	114.529	89.2715	74.75	109.199	117.457	73.9406	85.3744
CCDC149	460.084	467.165	566.13	424.803	481.871	484.146	639.792	612.109	496.607	635.412	689.316	642.063
MRPS11	597.874	593.966	451.962	494.177	421.808	487.585	430.172	418.226	486.871	448.094	319.614	355.532
SNRPE	1183.84	1166.3	933.347	987.405	811.663	969.16	736.159	715.51	945.417	1033.01	694.02	710.891
RTKN2	726.161	726.33	522.581	379.186	295.904	312.352	231.478	183.724	266.451	342.498	231.363	225.716
PNMA8A	992.226	941.01	747.383	561.65	1373.7	1302.32	1547.81	1159.59	1672.16	1557.33	1317.81	1335.57
CHST15	210.642	210.224	356.627	312.663	218.846	231.661	313.936	217.884	276.189	311.279	410.251	431.549
IDH2	2341.6	2193.45	1623.06	1736.28	1613.09	1688.44	1545.84	1249.13	1143.71	1211.14	1051.87	996.425
OGFRP1	79.9805	88.9838	60.0262	44.666	90.415	44.2499	57.6211	28.6204	55.7688	70.7034	53.6666	66.6622
TMEM259	1722.35	1818.6	2138.17	2125.92	2003.52	2162.88	1859.78	2168.69	1771.16	2007.11	2160.6	2356.96
GET1	664.629	626.219	563.663	484.663	644.088	635.808	691.106	689.927	612.292	612.643	645.373	597.442
TNRC18	3465.22	3324.58	3313.22	3185.57	3971.06	3847.21	3551.69	3456.65	3380.72	3159.63	3731.64	3560.01
FAM181B	199.555	221.347	136.53	121.644	146.924	131.882	94.3794	98.7864	130.127	131.306	95.4072	79.5269
TMEM30B	1600.4	1643.97	1547.73	1607.98	921.617	922.307	1234.88	1403.32	1121.57	1110.13	1385.67	1304.01
DEXI	299.967	389.687	364.964	376.135	429.046	439.5	461.776	381.668	433.274	423.939	413.907	440.622
NOP10	761.001	800.853	777.987	848.654	623.658	812.985	673.572	767.213	760.403	914.553	612.992	650.25
FAM89A	76.0211	93.4329	94.1587	74.1266	55.482	65.941	84.4448	45.2386	50.4575	77.1309	44.1258	58.4756
KCNIP1	1.58377	4.44919	10.5929	14.2551	1.02744	0.867645	6.95427	7.3859	3.54088	9.18226	20.274	23.3902
TDRKH	481.314	468.617	461.631	419.082	562.012	585.704	398.4	424.422	466.633	545.676	406.92	416.412
ZNF708	530.565	566.158	600.262	553.098	735.653	758.322	522.565	571.484	691.358	744.684	556.942	553.179
IST1	3559.53	3713.96	3714.55	3810.86	3814.89	3507.04	3573.49	3916.39	3867.51	3587.51	3587.33	3508.54
ERCC6L2	745.754	648.076	738.485	724.06	980.056	927.372	1109.25	1022.77	1006.28	933.831	923.055	913.626
MRPL41	277.16	306.994	260.113	255.642	287.684	277.646	377.518	432.075	240.78	229.556	347.044	326.294
CREB3L2	3395.63	3733.98	5994.37	7042.98	3346.37	3425.46	4854.08	5585.63	3305.41	3515.88	4391.14	4322.53
TP53TG1	158.377	185.754	171.84	136.849	110.964	92.838	107.295	121.867	135.439	111.105	107.333	108.765
UNC5C	26.9241	30.032	14.1238	7.60273	84.2504	100.647	54.6407	61.8569	102.685	72.5398	66.7851	53.7976
TSEN54	433.162	401.539	388.405	422.902	368.852	380.029	365.596	353.6	353.203	390.246	336.31	367.227
RGMA	568.099	481.624	741.499	624.373	516.803	615.159	545.412	723.744	595.486	593.173	489.145	506.398
UBA7	304.876	329.24	208.326	271.797	120.211	172.661	184.785	135.716	163.766	162.526	288.607	257.293
MRPS16	2026.4	1907.61	1644.23	1653.61	1696.06	1587.77	1753.48	1620.3	1514.62	1613.31	1525.31	1588.21
RAD51B	194.401	159.362	95.3357	138.419	118.945	141.721	117.229	101.556	113.308	110.197	111.934	137.64
LDOC1	555.112	532.79	527.289	541.694	699.688	656.806	713.311	711.818	681.619	608.783	740.599	711.062
ARL6IP4	1488.18	1532.69	1465.12	1650.67	1501.27	1331.85	1532.84	1428.14	1218.75	1187.25	1415.88	1577.75
EXT1	1008.86	1008.85	838.013	740.314	962.716	1060.27	1118.64	937.085	1226.91	1259.81	1062.6	1087.65
SHMT2	1651.89	1579.46	2022.07	1609.88	1265.81	1192.14	1759.44	1862.17	1427.86	1505.9	2109.69	2531.99
MOB2	239.15	303.658	367.219	324.066	296.932	296.734	378.511	383.144	333.728	329.644	324.384	329.802
HHIPL1	6.33509	4.44919	4.70794	8.55307	3.08233	4.33823	3.97387	8.30914	1.77044	0.918226	3.57777	15.2037
ATP6AP2	3281.6	3385.83	3362.62	3424.1	3803.57	3791.61	4394.13	4450.03	3538.23	3604.96	4063.16	3817.28
CYB5D1	640.338	552.371	736.554	648.738	699.674	724.712	847.861	830.687	846.398	740.519	698.718	634.048
BACE2	1754.81	1734.08	2018.52	1871.22	892.851	754.852	1170.3	1269.46	938.331	887.005	1354.79	1264.24
UBE2E2	389.608	466.052	453.138	341.172	494.2	452.043	463.949	378.528	495.723	492.168	434.103	488.857
SYNM	45.0114	74.5236	26.2416	26.1004	39.5201	23.2439	35.1698	25.5991	38.4074	37.8356	22.1538	36.2549
NLRP10	1.58377	0	2.35397	0.950341	1.02744	3.47058	14.902	6.46266	5.31132	0.918226	14.3111	12.8646
FIGN	290.622	250.267	388.405	275.599	415.087	399.984	552.368	516.09	534.673	539.917	806.191	638.554
B4GALNT4	618.463	545.026	535.528	433.355	811.68	822.527	324.864	287.127	714.372	842.931	392.362	451.432
AP1S2	562.31	597.696	355.058	298.119	667.791	614.93	353.443	417.247	526.895	588.183	340.775	339.403
C8orf33	874.242	876.493	852.137	857.209	919.562	976.974	811.663	853.999	993.218	984.341	720.325	749.658
DCAF4L1	7.91886	5.56148	0	3.80136	25.6861	5.20587	7.94774	12.9253	10.6226	3.6729	8.34813	4.67805
SPACA6	18.2134	13.3476	67.0881	70.3252	15.4117	24.2941	57.6212	79.3985	45.1462	42.2384	76.3258	38.5939
ZSCAN22	125.118	151.272	149.477	131.147	131.513	158.779	126.17	147.718	169.077	136.816	172.926	109.934
KCNJ14	35.6349	33.3714	34.1325	41.815	44.1801	28.6323	16.889	27.6971	40.7201	39.4837	40.5481	46.7805
FBXL6	221.378	259.336	222.002	269.966	217.002	254.111	164.145	175.864	162.327	216.29	211.941	195.906
C1S	11.0864	14.4599	7.0619	14.2551	12.3293	3.47058	23.8432	8.30914	5.31132	8.26403	29.8148	32.7464
GLTPD2	10.2945	4.44919	14.1238	12.3544	22.6038	8.67645	17.0827	9.23238	10.6226	20.201	14.3111	12.8646
KIAA2012	6.33509	3.33689	2.35397	9.50341	11.3019	12.147	12.9151	8.30914	17.7044	0	2.38518	3.50854
KBTBD3	242.317	209.111	198.91	211.926	263.026	215.176	242.406	248.35	223.075	219.456	186.044	225.716
YBEY	114.823	141.262	121.229	144.452	141.787	138.823	143.059	130.177	186.781	157.935	116.874	134.494
CLN8	758.691	805.881	1112.19	1005.85	1266.42	1329.72	1569.63	1816.33	1444.85	1414.29	1670.38	1646.22
ENSG00000182376	3.95943	2.22459	1.17698	4.7517	7.19211	7.80881	15.8955	5.53943	6.19654	0	17.8889	14.0342
PLCXD1	645.382	647.356	651.46	655.735	699.691	734.894	465.44	829.99	721.012	738.713	516.392	529.792
NXPH4	3.16754	8.89837	5.88492	7.60272	4.10977	4.33823	10.9281	16.6183	6.19654	2.75468	23.8518	25.7293
CACNB4	680.228	728.387	539.057	404.845	774.662	665.694	1206.78	1104.19	802.008	837.378	752.689	830.354
TRAPPC6B	513.933	533.331	555.052	647.29	445.067	479.938	617.588	715.352	512.068	565.84	619.345	529.021
PGBD4	117.991	85.6469	87.0968	123.544	104.799	116.264	163.922	175.415	108.882	137.734	166.963	163.732
NPLOC4	1839.55	1834.18	1956.14	1960.56	1923.37	1927.91	1697.83	1765.24	1905.88	1775.84	1831.82	1849
TSHZ2	12.6702	1.1123	10.5929	9.50341	0	0	0	0	0	8.26403	4.77036	1.16951
CAPN12	61.543	77.4648	159.875	159.977	82.3431	129.539	57.6699	45.3458	81.7278	80.6534	102.881	78.4814
EXOC7	2642.37	2622.06	2809.26	2938.99	3487.86	3891.05	3195.35	3048.1	3469.74	3615.78	3003.72	2989.05
KPNA2	3681.48	3778.44	2884.79	2872.77	1720.96	1535.74	1708.76	1378.39	1688.11	1709.74	1513.4	1446.69
WASH6P	169.941	210.643	160.961	146.711	198.022	228.919	224.208	240.035	201.915	198.661	210.25	209.112
XKRX	22.9647	20.0213	54.1413	66.5238	43.1526	17.3529	43.7126	88.6308	21.2453	25.7103	57.2443	54.9671
CEP97	747.539	794.181	456.67	550.247	866.136	768.735	644.76	637.034	843.613	918.225	611.799	612.825
LHFPL1	10.2945	6.67378	5.88492	1.90068	1.02744	1.73529	1.98694	1.84648	9.73742	8.26403	4.77036	3.50854
FES	45.9294	36.7058	28.2476	15.2055	42.1252	45.1175	36.7583	25.8507	47.8019	50.5024	47.7036	51.4586
GLRX5	1039.76	1090.05	978.079	970.294	889.765	917.096	1240.84	1136.5	956.921	988.007	1224.79	1102.85
FAM104B	326.257	302.545	288.361	344.973	312.343	347.926	393.413	387.76	299.204	294.751	411.443	345.006
MXRA7	555.894	617.711	780.972	810.418	842.142	803.494	942.939	920.519	756.893	751.59	854.525	867.146
LIMK2	767.335	787.505	1089.88	1140.41	577.424	624.705	1023.27	950.934	828.565	712.545	1118.65	1147.29
MFSD5	608.963	632.9	676.765	746.969	732.569	721.876	685.494	878.927	656.832	604.192	695.282	597.62
ADI1	1443.6	1312.51	1571.28	1693.49	1225.74	1032.49	1961.1	2294.26	1210.98	1130.33	1559.91	1440.84
RWDD4	714.242	652.918	656.757	682.295	784.846	720.144	702.383	719.109	791.386	655.614	691.701	709.895
SATB1	556.697	542.801	580.252	621.522	761.335	720.145	603.035	536.401	788.732	890.679	638.035	528.62
NXPH3	11.0864	12.2353	14.1238	14.2551	5.13722	9.5441	19.8694	12.9253	7.08176	15.6098	7.15554	4.67805
CSF1R	11.0864	16.6845	20.0087	29.4606	41.0977	56.397	61.595	68.3196	89.4072	69.7852	93.022	80.6964
EPHB3	236.774	276.962	251.875	253.741	303.096	365.279	190.746	231.733	246.976	280.977	183.659	169.579
EPGN	552.737	504.983	443.723	396.292	1754.87	1787.35	966.645	1500.26	1466.81	1352.55	1320.2	1353.13
SNORC	11.0864	7.78608	11.7698	15.2055	12.3293	19.9558	23.8432	12.9253	7.08176	15.6259	16.6963	12.8646
TRAK1	2773.98	2584.97	3057.8	3793.76	2403.19	2526.57	2520.43	2623.84	2452.04	2449.82	2499.66	2556.55
TSPAN10	26.1322	33.3689	18.8317	26.6095	36.988	25.1617	34.7714	31.3901	22.1305	34.8926	64.3999	45.611
PLCB1	409.406	403.764	422.537	516.985	518.858	529.262	419.244	514.243	270.877	325.97	269.525	265.479
SKA2	1052.42	916.533	1192.29	999.758	557.902	571.778	1085.86	977.708	704.634	609.702	1053.06	875.965
NDN	483.051	468.277	367.219	395.342	668.866	643.793	654.695	668.424	612.572	581.237	587.947	602.299
RNF32-DT	68.1022	100.107	55.3183	70.3252	80.1406	68.544	101.334	94.1702	78.7845	56.93	47.7036	76.0183
NTM	30.8836	44.4919	193.025	117.842	33.9056	39.9117	271.551	85.8611	61.505	53.2571	697.666	560.196
TTC3	9864.91	9589.87	8735.57	8396.28	13168.2	12576	9253.93	9153.24	12237.6	11975.5	9380.55	9661.52
KCNB2	17.4215	24.4705	11.7698	3.80136	13.3568	17.3529	14.902	6.46266	23.0157	19.2827	13.1185	21.0512
BRICD5	15.8377	25.7636	10.5929	7.60273	19.5214	26.897	14.902	5.53943	14.1635	28.465	11.9259	11.6951
IGIP	121.95	132.363	155.362	130.197	111.991	72.0145	128.157	178.185	128.357	101.005	184.852	140.342
TSKU	1019.95	1235.75	992.2	1138.5	1068.54	1079.33	533.493	580.721	939.23	941.19	675.001	694.694
CMC4	83.9621	119.233	57.1902	59.0769	84.9758	71.433	83.1564	73.1922	67.3634	63.0955	88.0589	85.726
ANXA2	12744.1	13568	19731.1	16933.8	13437.2	13216.2	16211.5	15665.1	14862.9	14548.2	17704.2	18794.9
RGS6	0	3.33689	0	0	2.05489	1.73529	5.96081	1.84648	3.54088	0.918226	17.8889	1.16951
HOXB4	989.066	953.238	710.898	874.313	931.891	1060.26	724.238	721.049	1213.64	1245.11	920.68	833.862
PAQR7	2181.62	2105.56	4160.71	4582.51	1194.58	1515.79	1459.42	1750.43	1618.21	1503.15	1697.05	1381.21
